claim_id,external_claim_id,title,description,url,verdict_date,keywords,domain,main_category,secondary_category,verdict
252,,"Did a Craigslist Ad Solicit Paid Attendees to Donald Trumpís Rally in Erie, Pennsylvania?","An October 2018 Craigslist ad solicited paid attendees to President Trump's rally in Erie, Pennsylvania.",https://www.snopes.com/fact-check/craigslist-ad-linestanders-trump-rally/,2018-10-13 00:00:00,Craigslist ad Trump Erie|| Craigslist paid attendees Trump,Claim,,,FALSE
253,,Did a ëPro-Choice Activistí Set a World Record by Getting Her 27th Abortion?,"A California ""pro-choice activist"" set a world record by going through her 27th abortion.",https://www.snopes.com/fact-check/pro-choice-27th-abortion/,2018-10-11 00:00:00,world record 27th abortion|| california activist 27th abortion,Claim,,,FALSE
254,,Machine Gun Kelly Death Hoax,Rumors swirled on Twitter that Rapper Machine Gun Kelly (MGK) had died from a ëligma overdose.í,https://www.snopes.com/fact-check/machine-gun-kelly-death-hoax/,2018-10-15 00:00:00,mgk died overdose|| mgk dead overdose|| mgk die overdose|| mgk ligma overdose|| Machine Gun Kelly Death|| Machine Gun Kelly Die|| MachineGunKelly ligma overdose|| Machine Gun Kelly overdose,Claim,,,FALSE
255,,Did Joe Biden Say Vladimir Putin Wants to ëDestroy the New World Orderí?,"The former American VP opined that the Russian president seeks to undermine NATO and the EU, not 'destroy the New World Order.'",https://www.snopes.com/fact-check/putin-destroy-the-new-world-order/,2018-10-15 00:00:00,Biden Putin destroy order,Claim,,,FALSE
256,,Did Trump Offer $1 Million If Elizabeth Warren Could Show Native American Heritage?,"The president denied making the offer, but video from a July 2018 speech seemingly demonstrates otherwise.",https://www.snopes.com/fact-check/trump-warren-million-offer-dna/,2018-10-15 00:00:00,trump offer warren million|| trump promise warren million|| trump warren million pay|| trump warren million donate,Claim,,,TRUE
257,,Did Cardinal George Pell Say Abortion Was Worse Than Sexual Abuse of Children?,The head of the Vatican's Secretariat for the Economy has declined to backtrack on his controversial July 2002 statement.,https://www.snopes.com/fact-check/cardinal-pell-abortion-abuse/,2018-10-15 00:00:00,Pell Abortion Worse Sexual,Claim,,,TRUE
258,,Has North Dakota Law Made It Harder for Native Americans to Vote?,Critics of a series of voter ID restrictions have provided ample evidence that the laws would disproportionately affect Native Americans.,https://www.snopes.com/fact-check/north-dakota-native-american-voters/,2018-10-15 00:00:00,dakota native hard vote|| dakota law hard native,Claim,,,TRUE
259,,"Beyonce, Jay Z Money Problems?","Beyonce and Jay-Z do not ó nor did they ó have money problems, despite an inaccurate report published exactly one year ago today.",https://www.gossipcop.com/beyonce-jay-z-money-problems/,2018-10-15 00:00:00,beyonce jay money problems,Claim,,,FALSE
260,,"Blake Shelton NOT Pushing Gwen Stefani To Make Joint Album, Despite Report","Blake Shelton is not pushing Gwen Stefani to make a joint album, despite a made-up report.",https://www.gossipcop.com/blake-shelton-gwen-stefani-joint-album/,2018-10-15 00:00:00,Shelton Stefani Joint Album,Claim,,,FALSE
261,,Is Michael Bubl? ëRetiringí from Making Music?,"Singer Michael BublÈ's upcoming album will be his last, as he is retiring from making music",https://www.snopes.com/fact-check/michael-buble-retiring/,2018-10-16 00:00:00,Michael Buble Retiring,Claim,,,FALSE
262,,Can Voters Ask for Provisional Ballots If They Are Turned Away at Polls?,The vast majority of voters are entitled by federal law to demand a provisional ballot if they encounter problems at the ballot box.,https://www.snopes.com/fact-check/asking-for-provisional-ballots/,2018-10-17 00:00:00,provisional ballot away poll|| provisional ballot away voter,Claim,,,TRUE
263,,School Shootings in Christian Texas vs. Non-Christian Japan,"A viral tweet, offered in response to remarks made by the Republican candidate in a Texas senatorial debate, gets the facts right.",https://www.snopes.com/fact-check/school-shootings-christianity-texas-japan/,2018-10-16 00:00:00,school shooting Japan Texas,Claim,,,TRUE
264,,Is Barron Trump a Chess Grandmaster?,"Barron Trump was once photographed with a chess set, but that doesn't make him a Grandmaster.",https://www.snopes.com/fact-check/barron-trump-chess/,2018-10-17 00:00:00,Barron Trump Chess Grandmaster|| Barron Trump chess,Claim,,,FALSE
265,,"Pope Francis Shocks World, Endorses Donald Trump for President",Pope Francis endorsed Donald Trump for president.,https://www.snopes.com/fact-check/pope-francis-donald-trump-endorsement/,2016-07-10 00:00:00,Pope endorse Trump|| Pope Francis endorse Donald Trump|| Francis endorse Donald,Claim,,,FALSE
266,,Did Donald Trump Transport Stranded Troops on His Own Airplane?,Donald Trump personally sent out an airplane to bring home U.S. military members stranded in Florida.,https://www.snopes.com/fact-check/donald-trumps-marine-airlift/,2016-10-22 00:00:00,trump help stranded troops|| trump stranded troops|| trump stranded marines,Claim,,,FALSE
267,,Comet Ping Pong Pizzeria Home to Child Abuse Ring Led by Hillary Clinton,The 'Podesta e-mails' revealed the existence of a secret society of pedophiles operating through a pizza place loosely connected to Clinton associate David Brock,https://www.snopes.com/fact-check/pizzagate-conspiracy/,2016-11-21 00:00:00,pizzagate hillary clinton|| pizzagate hillary clinton involved|| pizzagate hillary clinton pedophiles|| ,Claim,,,FALSE
268,,"No, Ireland is NOT ""officially accepting Trump refugees""",Ireland is officially accepting ìTrump refugeesî from the US,http://www.thejournal.ie/ireland-officially-accepting-trump-refugees-inishturk-facts-3074777-Nov2016/,2016-11-10 18:18:00,"Ireland accept trump refugees|| Ireland accept refugees|| Ireland accept illegal immigrants|| ireland ""Trump refugees""",Claim,,,pants-on-fire
269,,WikiLeaks Confirms Hillary Clinton Sold Weapons to ISIS?,E-mails released by WikiLeaks confirm Hillary Clinton sold weapons to ISIS,https://www.snopes.com/fact-check/wikileaks-cofirms-hillary-clinton-sold-weapons-to-isis/,2016-10-13 00:00:00,Wikileaks Confirms Hillary Sold Weapons ISIS|| Wikileaks Confirms Hillary Clinton Sold Weapons ISIS|| Wikileaks prove Hillary Sold Weapons ISIS ,Claim,,,Mixture
270,,FBI Agent Suspected in Hillary Email Leaks Found Dead in Apparent Murder-Suicide,An FBI agent investigating Hillary Clinton's use of a private e-mail server killed himself after murdering his wife.,https://www.snopes.com/fact-check/fbi-agent-murder-suicide/,2016-11-05 00:00:00,FBI agent suspected Hilary dead|| FBI agent Hilary murder|| FBI agent Hilary suicide|| FBI Hilary murder suicide|| FBI clinton murder suicide|| David Raynor clinton,Claim,,,FALSE
271,,ISIS Leader Calls for American Muslim Voters to Support Hillary Clinton,The second-highest ranking ISIS member urged Muslim-Americans to vote for Hillary Clinton. ,https://www.snopes.com/fact-check/isis-leader-supports-hillary/,2016-10-21 00:00:00,ISIS leader call American muslims support Hillary|| ISIS leader call support Hillary|| ISIS leader voters Hillary|| Amadh Abu Makmud Al-alwani support Hillary|| ISIS leader endorse Hillary|| ISIS leader endorse clinton,Claim,,,FALSE
272,,Did Hillary Clinton Say ëI Would Like to See People Like Donald Trump Run for Officeí?,Hillary Clinton suggested during a 2013 speech that she would like to see Donald Trump run for President.,https://www.snopes.com/fact-check/people-like-donald-trump/,2016-10-28 00:00:00,"I Would Like to See People Like Donald Trump Run for Office|| ""I Would Like to See People Like Donald Trump Run for Office""",Claim,,,FALSE
273,,Did RuPaul Claim Trump Touched Him Inappropriately in the 1990s?,Famous drag queen RuPaul claimed he was groped by Donald Trump at a party in 1995.,https://www.snopes.com/fact-check/rupaul-claims-trump-touched-him/,2016-10-17 00:00:00,trump touch RuPaul|| RuPaul Inappropriately,Claim,,,FALSE
274,,United Kingdom Votes to Brexit,"In a historic referendum, the United Kingdom voted to leave the European Union, and Prime Minister David Cameron announced his resignation.",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=15,2016-06-24 00:00:00,United Kingdom Votes to Brexit|| United Kingdom decide Brexit,Claim,,,TRUE
275,,Obama Visits Hiroshima,"President Barack Obama's visit to Hiroshima, Japan, comes nearly 71 years after the attack that helped bring about the end of World War II. He became the first sitting U.S. president to go to Hiroshima.",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=13,2016-05-27 00:00:00,obama hiroshima,Claim,,,TRUE
276,,"NASA Announces 1,284 Planets Found","Nine of 1,284 planets analyzed by the Kepler telescope could support life, NASA researchers say.",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=11,2016-05-10 00:00:00,"NASA Announces 1,284 Planets Found|| NASA 1,284 Planets",Claim,,,TRUE
277,,Music Legend Prince Dies,"Pop superstar Prince died at his Minnesota home at age 57, shocking the music industry and fans worldwide.",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=10,2016-04-21 00:00:00,legend prince died|| music prince died|| Prince Rogers Nelson died,Claim,,,TRUE
278,,Earthquake Devastates Ecuador,"A 7.8-magnitude earthquake rocked the South American country, killing at least 350 people and injuring thousands",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=8,2016-04-16 00:00:00,Earthquake devastates Ecuador|| 7.8 Earthquake Ecuador,Claim,,,TRUE
279,,Justie Antonin Scalia Dies,"Longtime Supreme Court Justice Antonin Scalia died at age 79, and speculation began almost immediately about a replacement ñ and whether the next president should appoint a new justice or if the seat should be filled before the presidential election",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=5,2016-02-13 00:00:00,Justice Antonin Scalia died|| scalia died|| Justice Scalia died,Claim,,,TRUE
280,,Zika Virus Outbreak Expands,"The Zika virus makes its way to the U.S., and at least one baby was born with†microcephaly, a condition involving a malformed skull and brain. More than 3,000 cases of the condition were reported in Brazil, and more than 40 babies died from it.",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=2,2016-01-15 00:00:00,Zika spread U.S.|| Zika spread U.S.A|| Zika outbreak united states||  Zika outbreak U.S.||  Zika outbreak U.S.A,Claim,,,TRUE
281,,Deadly Shooting at Orlando Nightclub,"A gunman opened fire inside the crowded Pulse nightclub, killing at least 50 people before dying in a gunfight with SWAT officers.",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=14,2016-06-12 00:00:00,Deadly Shooting Orlando Nightclub|| massacre Orlando,Claim,,,TRUE
282,,Mother Teresa Sainted,"Mother Teresa, the nun who cared for the poorest of the poor in India, became a saint on the eve of the 19th anniversary of her death.",https://www.usnews.com/news/national-news/slideshows/top-news-stories-of-2016?slide=23,2016-09-14 00:00:00,Mother Teresa Sainted,Claim,,,TRUE
283,,"In Syria, we struck a deal where we got 100 percent of the chemical weapons out.","In Syria, we struck a deal where we got 100 percent of the chemical weapons out.",http://www.politifact.com/john-kerry-syria-archive/,2017-04-05 20:57:00,Syria chemical weapons out John Kerry|| Syria chemical weapons out Kerry|| Syria chemical weapons kerry,Claim,,,mostly-true
284,,I wake up every morning in a house (the White House) that was built by slaves.,I wake up every morning in a house (the White House) that was built by slaves.,http://www.politifact.com/truth-o-meter/statements/2016/jul/25/michelle-obama/michelle-obama-correct-white-house-was-built-slave/,2016-07-25 23:29:00,White House slaves|| White House built slave,Claim,,,TRUE
285,,America is one of the highest-taxed nations in the world.,America is one of the highest-taxed nations in the world.,http://www.politifact.com/truth-o-meter/statements/2016/jul/22/donald-trump/trumps-claim-us-taxes-tweaked/,2016-07-22 00:34:00,highest taxed nation world trump|| trump highest tax nation world|| U.S. highest tax nation world,Claim,,,barely-true
286,,22 veterans take their own lives each day.,22 veterans take their own lives each day.,http://www.politifact.com/california/statements/2016/aug/23/kamala-harris/kamala-harris-slightly-claim-about-veterans-suicid/,2016-08-23 06:00:00,22 veterans take their own lives|| 22 veterans|| 22 veterans suicide,Claim,,,mostly-true
287,,"I Was Paid $3,500 To Protest Trumps Rally.","Donald Trump Protester Speaks Out: I Was Paid $3,500 To Protest Trumps Rally.",http://www.politifact.com/truth-o-meter/statements/2016/nov/17/blog-posting/no-someone-wasnt-paid-3500-protest-donald-trump-it/,2016-11-17 13:59:00,"$3500 protest trump|| trump pay money protest rally|| pay $3,500 trump protester|| pay $3,500 trump protest",Claim,,,pants-fire
288,,Donald Trump says all Mexicans are rapists.,Donald Trump says all Mexicans are rapists.,http://www.politifact.com/virginia/statements/2016/aug/08/tim-kaine/tim-kaine-falsely-says-trump-said-all-mexicans-are/,2016-08-08 00:00:00,Mexicans rapists trump,Claim,,,FALSE
289,,There was serious voter fraud in Virginia.,There was serious voter fraud in Virginia.,http://www.politifact.com/virginia/statements/2016/nov/29/donald-trump/trumps-pants-fire-serious-voter-fraud-claim-virgin/,2016-11-29 14:33:00,voter fraud Virginia|| Trump vote fraud Virginia|| Doanld Trump fraud Virginia|| Trumpvoter fraud Virginia,Claim,,,pants-fire
290,,3 million votes in presidential election cast by illegal aliens.,Report: 3 million votes in presidential election cast by illegal aliens.,http://www.politifact.com/punditfact/statements/2016/nov/18/blog-posting/no-3-million-undocumented-immigrants-did-not-vote-/,2016-11-18 10:58:00,3 million votes|| 3 million votes presidential election|| three million illegal aliens|| 3 million illegal aliens|| 3 million illegal election,Claim,,,FALSE
291,,The United States is the oldest democracy in the world.,The United States is the oldest democracy in the world.,http://www.politifact.com/wisconsin/statements/2016/jul/11/paul-ryan/paul-ryan-claims-us-oldest-democracy-world-he-righ/,2016-07-11 05:00:00,United States oldest democracy|| U.S.A oldest democracy|| U.S. oldest democracy,Claim,,,TRUE
292,,Says Donald Trump says climate change is a hoax invented by the Chinese.,Says Donald Trump says climate change is a hoax invented by the Chinese.,http://www.politifact.com/truth-o-meter/statements/2016/jun/03/hillary-clinton/yes-donald-trump-did-call-climate-change-chinese-h/,2016-06-03 12:00:00,climate change hoax invented by the Chinese|| climate change Chinese,Claim,,,mostly-true
293,,Joe Budden Claims P Diddy Is Going To Handle Eminem For Implicating Him In 2Pac's murder,Joe Budden Claims P Diddy Is Going To Handle Eminem For Implicating Him In 2Pac's murder,https://www.hotnewhiphop.com/diddy-responds-to-eminems-killshot-by-saying-its-in-his-hands-according-to-joe-budden-news.60225.html,2018-09-20 09:34:00,Diddy Responds Privately  Joe Budden  Eminem Killshot Accusation|| Diddy  Budden Eminem Killshot Accusation|| Diddy Budden Eminem Killshot,Claim,,,Unknown
294,,Trump claims Google 'rigged' searches against him but company denies it,Trump claims Google 'rigged' searches against him but company denies it,https://abcnews.go.com/Politics/trump-attacks-google-claims-prioritizes-fake-news-searches/story?id=57444232,2018-08-29 02:40:00,Trump Google rigged searches|| Trump Google search|| Trump Google search idiot,Claim,,,Unknown
295,,"Comic Book Genius Stan Lee, Spider-Man Creator, Dies at 95",Stan Lee died at the age of 95,https://www.snopes.com/news/2018/11/12/stan-lee-95/,2018-11-12 00:00:00,Stan Lee died|| Stan Lee dead|| Spider man creator died|| Spider man creator dead,Claim,Entertainment,,TRUE
296,,Rapper Mac Miller Dies of Apparent Overdose,Rapper Mac Miller Dies of Apparent Overdose,https://www.snopes.com/news/2018/09/07/rapper-mac-miller-dies/,2018-09-07 00:00:00,Rapper Mac Miller dead|| Rapper Mac Miller died|| Mac Miller died|| Mac Miller dead|| Mac Miller dead overdose,Claim,Entertainment,,TRUE
297,,Film Star Burt Reynolds Dies at 82,Film Star Burt Reynolds Dies at 82,https://www.snopes.com/news/2018/09/06/film-star-burt-reynolds-dies-82/,2018-09-06 00:00:00,Burt Reynolds died|| Burt Reynolds dead|| Reynolds dead 82|| Reynolds died 82,Claim,Entertainment,,TRUE
298,,Trump Says Interior Secretary Zinke Leaving Administration,Interior Secretary Ryan Zinke leaves administration,https://www.snopes.com/ap/2018/12/15/trump-says-interior-secretary-zinke-leaving-administration/,2018-12-15 00:00:00,Ryan Zinke leaves|| Ryan Zinke leave administration|| Interior Secretary Zinke leave,Claim,Politics,,TRUE
299,,Trump Picks Mulvaney to Be Next Chief of Staff,President Donald Trump on Friday picked budget director Mick Mulvaney to be his next chief of staff,https://www.snopes.com/ap/2018/12/14/trump-picks-mulvaney-to-be-next-chief-of-staff/,2018-12-14 00:00:00,Mick Mulvaney next chief|| Mick Mulvaney next COS|| Mulvaney next chief staff,Claim,Politics,,TRUE
300,,Is Trump‚Äôs Face Hidden in These Baboon Feces?,A scientific paper included a diagram with a representation of baboon feces containing President Trump‚Äôs face. ,https://www.snopes.com/fact-check/scientific-paper-trump-turd/,2018-12-14 00:00:00,trump face baboon feces|| trump baboon feces|| trump face baboon,Claim,Fact Check,Politics,TRUE
301,,Did a Prada Store Remove Products Resembling ‚ÄòBlackface Imagery‚Äô?,Prada removed a display from their store in the Soho neighborhood of New York City after a complaint regarding monkey-like figurines spread widely online.,https://www.snopes.com/fact-check/prada-store-blackface-imagery/,2018-12-14 00:00:00,prada blackface|| prada blackface soho|| prada soho racist|| prada display racist,Claim,Fact Check,Politics,TRUE
302,,Did Jon Voight Urge Americans to ‚ÄòFight for Donald Trump‚Äô?,"Jon Voight once said ""I pray all Americans who have seen and felt the meltdown of America with the Obama years, to please fight for Donald Trump""",https://www.snopes.com/fact-check/jon-voight-donald-trump/,2018-12-12 00:00:00,Voight fight for trump|| voight endorses trump|| voight please fight trump,Claim,Fact Check,Politics,TRUE
303,,Did a Brain-Eating Amoeba Kill a Woman Who Rinsed Her Sinuses with Tap Water?,A woman who rinsed her nasal passages using a neti pot filled with tap water contracted a fatal ‚Äúbrain-eating‚Äù amoeba infection.,https://www.snopes.com/fact-check/brain-eating-amoeba-sinuses/,2018-12-12 00:00:00,sinus brain eating amoeba|| neti pot amoeba|| tap water sinus amoeba|| woman died sinus amoeba|| woman sinus amoeba,Claim,Fact Check,Medical,TRUE
304,,Did the Trump Administration‚Äôs Policies Halt a Research Project Seeking an HIV Cure?,The Trump Administration‚Äôs policies have halted a research effort seeking a cure for HIV.,https://www.snopes.com/fact-check/research-project-hiv-cure/,2018-12-11 00:00:00,trump hiv research|| trump halts hiv research|| trump hiv research fetal|| trump hiv religious fetal|| trump hiv research religious,Claim,Fact Check,Politics,TRUE
305,,Did President Trump Kiss Bob Dole on the Forehead?,A photograph shows President Trump kissing former senator Bob Dole on the forehead. ,https://www.snopes.com/fact-check/trump-dole-kiss-photo/,2018-12-10 00:00:00,bob dole forehead|| trump bob dole forehead|| trump kiss dole forehead|| president dole forehead,Claim,Fact Check,Fauxtography,TRUE
306,,Is This a Photograph of European Jews Protesting Deportation from the U.S. to Nazi Germany?,A photograph shows a couple protesting a Jewish man‚Äôs deportation from the U.S. back to Nazi Germany. ,https://www.snopes.com/fact-check/european-jews-protesting-deportation/,2018-12-10 00:00:00,otto richter jew|| jew ellis island deportation|| ellis island deportation nazi|| protesting jewish deportation nazi,Claim,Fact Check,Fauxtography,TRUE
307,,Is This a Photograph of Robert Mueller Meeting with Viktor Yanukovych?,A photograph shows former FBI director Robert Mueller meeting with former Ukrainian president Viktor Yanukovych in 2013.,https://www.snopes.com/fact-check/mueller-yanukovych-photo/,2018-12-10 00:00:00,Mueller meeting Yanukovych|| Robert Mueller meeting Yanukovych|| mueller meeting viktor yanukovych|| mueller meeting yanukovych 2013,Claim,Fact Check,Fauxtography,TRUE
308,,Did a Principal Ban Candy Canes Because They Are Shaped Like J‚Äôs for ‚ÄòJesus‚Äô?,An elementary school principal in Nebraska banned candy canes from schoolrooms because they supposedly represent Jesus.,https://www.snopes.com/fact-check/candy-can-ban-school/,2018-12-07 00:00:00,candy cane j banned|| nebraska candy cane banned|| nebraska school christmas banned|| elementary principal christmas banned,Claim,Fact Check,Politics,TRUE
309,,Did President Trump Not Recite the Apostles‚Äô Creed During President Bush‚Äôs Funeral?,President Trump did not recite the Apostles' Creed as other attendees did during George H.W. Bush's funeral. ,https://www.snopes.com/fact-check/trump-funeral-apostles-creed/,2018-12-07 00:00:00,trump apostles creed|| bush funeral apostles creed|| trump evangelical apostles creed|| trump church apostles creed,Claim,Fact Check,Politics,TRUE
310,,Did 33 Republicans Who Voted to Repeal Obamacare Lose Their Congressional Seats?,The Congressional seats of almost three dozen Republicans who voted to repeal Obamacare were lost to Democrats in 2018.,https://www.snopes.com/fact-check/gop-obamacare-repeal-election/,2018-12-05 00:00:00,33 republicans obamacare seats|| repeal affordable care voted out|| repeal affordable care ?,Claim,Fact Check,Politics,TRUE
311,,Is This ‚ÄòBefore and After‚Äô Image of an Earthquake-Damaged Alaskan Road Real?,Photographs show a severely earthquake-damaged road in Alaska that was repaired in just a few days. ,https://www.snopes.com/fact-check/alaska-earthquake-road-repair/,2018-12-05 00:00:00,alaska earthquake road fixed|| alaska road earthquake repair|| alaska road friday fixed|| alaska road fixed|| alaska road already fixed,Claim,Fact Check,Fauxtography,TRUE
312,,Did Smirnoff Troll President Trump in a Vodka Advertisement?,A photograph shows an advertisement for Smirnoff vodka containing an apparent dig at President Trump. ,https://www.snopes.com/fact-check/smirnoff-trump-vodka-ad/,2018-12-04 00:00:00,smirnoff russia ad trump|| smirnoff troll trump|| smirnoff russia oath|| smirnoff vodka russia trump,Claim,Fact Check,Politics,TRUE
313,,Did a School Accidentally Give Students Pine-Sol Instead of Apple Juice?,"Students at a school in Honolulu, Hawaii were accidentally given Pine-Sol fluid instead of apple juice. ",https://www.snopes.com/fact-check/pine-sol-instead-of-apple-juice/,2018-12-04 00:00:00,pine sol apple juice|| hawaii pine sol|| preschool pine sol|| kids pine sol juice,Claim,Fact Check,Politics,TRUE
314,,Did Fox News Display a ‚ÄòTreason for the Season‚Äô Graphic?,"Fox aired a holiday graphic reading ""Reason for the Season,"" which some viewers read as ""Treason for the Season"" due the placement of a cross.",https://www.snopes.com/fact-check/fox-treason-for-the-season/,2018-12-04 00:00:00,treason season fox|| fox news treason season|| fox christmas treason season,Claim,Fact Check,Fauxtography,TRUE
315,,Is the ‚ÄúHeadless Chicken of the Deep Sea‚Äù a Real Creature?,A video shows a sea cucumber that resembles a headless chicken. ,https://www.snopes.com/fact-check/headless-chicken-deep-sea/,2018-12-03 00:00:00,headless chicken monster|| sea cucumber headless chicken|| Enypniastes eximia filmed|| Enypniastes eximia,Claim,Fact Check,Fauxtography,TRUE
316,,Were Immigrants at the U.S.-Mexico Border Photographed with Numbers Written on Their Arms?,Three migrants at the U.S.-Mexico border were photographed with identification numbers written on their forearms.,https://www.snopes.com/fact-check/immigrants-numbers-arms/,2018-12-03 00:00:00,migrants number written arm|| juarez number arm|| Migrante number arm,Claim,Fact Check,Politics,TRUE
317,,Did a Male Rapist Who Identifies as Female Transfer to a Women‚Äôs Jail and Assault Female Inmates?,"Transgender prisoner Karen White (formerly Stephen Wood) of West Yorkshire, England, who confessed to committing multiple rapes as a man, sexually assaulted female inmates after being transferred to a women's jail.",https://www.snopes.com/fact-check/male-rapist-transfer-womens-jail/,2018-11-30 00:00:00,transgender rapist women jail|| karen white rape|| transgender prisoner assaulted inmates|| karen white jail,Claim,Fact Check,Politics,TRUE
318,,Former President George H.W. Bush Has Died,Former president George H.W. Bush has passed away at age 94.,https://www.snopes.com/fact-check/george-h-w-bush-obituary/,2018-11-30 00:00:00,george bush died|| george bush dead|| george Bush 94|| president bush dies 94|| rip president bush,Claim,Fact Check,Politics,TRUE
319,,Did a College Give Students Hockey Pucks to Use Against Mass Shootings?,Students and faculty at Oakland University were given hockey pucks to use in the event of a mass shooting attack.,https://www.snopes.com/fact-check/hockey-pucks-shooting-defense/,2018-11-28 00:00:00,hockey pucks shooting|| arm hockey pucks|| oakland university hockey pucks|| university shooting pucks,Claim,Fact Check,Politics,TRUE
320,,Terminally Ill Teen Requests Christmas Cards for the Holiday,"Fourteen-year-old, terminally ill cancer patient Maddox Hyde has asked that people send him Christmas cards for the holiday.",https://www.snopes.com/fact-check/christmas-cards-for-maddox-hyde/,2018-11-27 00:00:00,terminally ill christmas cards|| maddox hyde christmas cards|| 14 ill christmas cards|| neuroblastoma maddox christmas cards,Claim,Fact Check,Inboxer Rebellion,TRUE
321,,Does This Photograph Show a Black Couple Accepting a Gift from KKK Members?,Jack and Rosie Riddle were photographed in 1948 accepting a radio from a group of Ku Klux Klan members.,https://www.snopes.com/fact-check/radio-kkk-photograph/,2018-11-26 00:00:00,photograph black couple accepting Gift KKK|| photograph black couple Gift KKK|| ku klux klan black  gift ,Claim,Fact Check,Fauxtography,TRUE
322,,Did an English Woman Lie Dead at Home Undiscovered for Years?,"In 2006, the skeletal remains of Joyce Carol Vincent were found in her home, with the television on, years after her death. ",https://www.snopes.com/fact-check/woman-undiscovered-dead-home/,2018-11-20 00:00:00,Joyce Carol Vincent|| joyce vincent 2003 2006|| joyce vincent dead|| joyce vincent undiscovered,Claim,Fact Check,Horrors,TRUE
323,,Was Sen. Cindy Hyde-Smith Photographed Wearing a Confederate Soldier‚Äôs Cap?,Sen. Cindy Hyde-Smith posted photographs of herself wearing a Confederate soldier's hat during a visit to the home of Jefferson Davis.,https://www.snopes.com/fact-check/cindy-hyde-smith-confederate/,2018-11-20 00:00:00,Hyde-Smith confederate cap|| hyde smith confederate hat|| cindy hyde smith confederate|| hyde smith confederate mississipi,Claim,Fact Check,Politics,TRUE
324,,Did a High School Volleyball Team Receive Money and New Gear After the Paradise Fire?,"The Paradise Adventist Academy in California received around $13,00 in donations as well as new uniforms and clothes from an opponent in a game played shortly after their hometown was destroyed by the Camp Fire.",https://www.snopes.com/fact-check/volleyball-team-paradise-fire/,2018-11-19 00:00:00,paradise fire volleyball|| paradise camp fire volleyball|| paradise volleyball uniform|| school volleyball california fire,Claim,Fact Check,Politics,TRUE
325,,"Did Melania Trump‚Äôs One-Day Trip to Toronto Cost $174,00 in Hotel Charges?","Melania Trump's one-day visit to Toronto resulted in $174,00 in hotel charges.",https://www.snopes.com/fact-check/melania-trump-toronto-hotel/,2018-11-19 00:00:00,"melania trump toronto $174,00|| melania toronto hotel charges|| melania trump toronto hotel",Claim,Fact Check,Politics,TRUE
326,,Were Some Voters‚Äô Absentee Ballots Returned as ‚ÄòUndeliverable‚Äô?,"A voter in Chatham County, Georgia, had a mail-in ballot returned and listed as ""undeliverable"" even though it was addressed to a county-approved P.O. box.",https://www.snopes.com/fact-check/absentee-ballots-undeliverable/,2018-11-18 00:00:00,georgia ballot undeliverable|| mail in ballot undeliverable|| absentee ballot undeliverable,Claim,Fact Check,Politics,TRUE
327,,Did Stan Lee Condemn Bigotry and Racism in a Marvel Comics Column?,"In his monthly column for Marvel Comics, Stan Lee wrote that ""racism and bigotry are among the deadliest social ills plaguing the world today.""",https://www.snopes.com/fact-check/stan-lee-condemn-bigotry/,2018-11-14 00:00:00,Stan Lee bigotry racism|| Stan Lee Marvel racism|| lee comics racism bigotry,Claim,Fact Check,Entertainment,TRUE
328,,"Did the French, But Not Trump, Attend WW1 Services at Arlington National Cemetery?","President Trump did not attend Veterans Day services at Arlington National Cemetery marking the 100th anniversary of the end of World War I, but representatives of the French government did.",https://www.snopes.com/fact-check/french-arlington-cemetery/,2018-11-14 00:00:00,french embassy arlington trump|| arlington french embassy|| arlington french government,Claim,Fact Check,Politics,TRUE
329,,Does This Photograph Show President Trump Visiting a WWI Cemetery in the Rain?,Photographs show President Trump commemorating the 100th anniversary of the end of World War I at a cemetery in the rain.,https://www.snopes.com/fact-check/trump-wwi-cemetery-rain-photo/,2018-11-13 00:00:00,Photo Trump cemetery rain|| trump world war 1 Suresnes cemetry rain|| trump WW1 Suresnes cemetry rain|| photo trump Suresnes cemetry rain|| photo trump Suresnes cemetry,Claim,Fact Check,Fauxtography,TRUE
330,,Did Parkland Shooter Nikolas Cruz Register to Vote as a Republican from Jail?,Parkland Shooter Nikolas Cruz registered to vote as a Republican from jail.,https://www.snopes.com/fact-check/nicolas-cruz-register-jail/,2018-11-13 00:00:00,Nikolas Cruz vote republican|| parkland shooter vote republican|| nikolas cruz vote jail|| nikolas cruz register vote,Claim,Fact Check,Politics,TRUE
